Well,BUL2_g_exp,FAS1_g_exp,MKT1_g_exp,NCS2_g_exp,PMA1_g_exp,RHO5_g_exp,SCH9_g_exp,WHI2_g_exp,AKL1_g_exp,RPI1_g_exp
2C-C9,1,0,0,1,0,1,1,0,0,1
2C-C10,1,0,0,1,0,1,1,1,0,1
2C-D3,1,0,1,1,0,0,0,0,0,1
2C-D4,1,0,1,1,0,0,0,1,0,1
2C-D5,1,0,1,1,0,0,1,0,0,1
2C-D6,1,0,1,1,0,0,1,1,0,1
2C-D7,1,0,1,1,0,1,0,0,0,1
2C-D8,1,0,1,1,0,1,0,1,0,1
2C-D9,1,0,1,1,0,1,1,0,0,1
2C-D10,1,0,1,1,0,1,1,1,0,1
2C-E3,0,1,0,1,0,0,0,0,0,1
2C-E4,0,1,0,1,0,0,0,1,0,1
2C-E5,0,1,0,1,0,0,1,0,0,1
2C-E6,0,1,0,1,0,0,1,1,0,1
2C-E7,0,1,0,1,0,1,0,0,0,1
2C-E8,0,1,0,1,0,1,0,1,0,1
2C-E9,0,1,0,1,0,1,1,0,0,1
2C-E10,0,1,0,1,0,1,1,1,0,1
2C-F3,0,1,1,1,0,0,0,0,0,1
2C-F4,0,1,1,1,0,0,0,1,0,1
2C-F5,0,1,1,1,0,0,1,0,0,1
2C-F6,0,1,1,1,0,0,1,1,0,1
2C-F7,0,1,1,1,0,1,0,0,0,1
2C-F8,0,1,1,1,0,1,0,1,0,1
2C-F9,0,1,1,1,0,1,1,0,0,1
2C-F10,0,1,1,1,0,1,1,1,0,1
2C-G3,1,1,0,1,0,0,0,0,0,1
2C-G4,1,1,0,1,0,0,0,1,0,1
2C-G5,1,1,0,1,0,0,1,0,0,1
2C-G6,1,1,0,1,0,0,1,1,0,1
2C-G7,1,1,0,1,0,1,0,0,0,1
2C-G8,1,1,0,1,0,1,0,1,0,1
2C-G9,1,1,0,1,0,1,1,0,0,1
2C-G10,1,1,0,1,0,1,1,1,0,1
2C-H3,1,1,1,1,0,0,0,0,0,1
2C-H4,1,1,1,1,0,0,0,1,0,1
2C-H5,1,1,1,1,0,0,1,0,0,1
2C-H6,1,1,1,1,0,0,1,1,0,1
2C-H7,1,1,1,1,0,1,0,0,0,1
2C-H8,1,1,1,1,0,1,0,1,0,1
2C-H9,1,1,1,1,0,1,1,0,0,1
2C-H10,1,1,1,1,0,1,1,1,0,1
2D-A3,0,0,0,1,0,0,0,0,1,1
2D-A4,0,0,0,1,0,0,0,1,1,1
2D-A5,0,0,0,1,0,0,1,0,1,1
2D-A6,0,0,0,1,0,0,1,1,1,1
2D-A7,0,0,0,1,0,1,0,0,1,1
2D-A8,0,0,0,1,0,1,0,1,1,1
2D-A9,0,0,0,1,0,1,1,0,1,1
2D-A10,0,0,0,1,0,1,1,1,1,1
2D-B3,0,0,1,1,0,0,0,0,1,1
2D-B4,0,0,1,1,0,0,0,1,1,1
2D-B5,0,0,1,1,0,0,1,0,1,1
2D-B6,0,0,1,1,0,0,1,1,1,1
2D-B7,0,0,1,1,0,1,0,0,1,1
2D-B8,0,0,1,1,0,1,0,1,1,1
2D-B9,0,0,1,1,0,1,1,0,1,1
2D-B10,0,0,1,1,0,1,1,1,1,1
2D-C3,1,0,0,1,0,0,0,0,1,1
2D-C4,1,0,0,1,0,0,0,1,1,1
2D-C5,1,0,0,1,0,0,1,0,1,1
2D-C6,1,0,0,1,0,0,1,1,1,1
2D-C7,1,0,0,1,0,1,0,0,1,1
2D-C8,1,0,0,1,0,1,0,1,1,1
2D-C9,1,0,0,1,0,1,1,0,1,1
2D-C10,1,0,0,1,0,1,1,1,1,1
2D-D3,1,0,1,1,0,0,0,0,1,1
2D-D4,1,0,1,1,0,0,0,1,1,1
2D-D5,1,0,1,1,0,0,1,0,1,1
2D-D6,1,0,1,1,0,0,1,1,1,1
2D-D7,1,0,1,1,0,1,0,0,1,1
2D-D8,1,0,1,1,0,1,0,1,1,1
2D-D9,1,0,1,1,0,1,1,0,1,1
2D-D10,1,0,1,1,0,1,1,1,1,1
2D-E3,0,1,0,1,0,0,0,0,1,1
2D-E4,0,1,0,1,0,0,0,1,1,1
2D-E5,0,1,0,1,0,0,1,0,1,1
2D-E6,0,1,0,1,0,0,1,1,1,1
2D-E7,0,1,0,1,0,1,0,0,1,1
2D-E8,0,1,0,1,0,1,0,1,1,1
2D-E9,0,1,0,1,0,1,1,0,1,1
2D-E10,0,1,0,1,0,1,1,1,1,1
2D-F3,0,1,1,1,0,0,0,0,1,1
2D-F4,0,1,1,1,0,0,0,1,1,1
2D-F5,0,1,1,1,0,0,1,0,1,1
2D-F6,0,1,1,1,0,0,1,1,1,1
2D-F7,0,1,1,1,0,1,0,0,1,1
2D-F8,0,1,1,1,0,1,0,1,1,1
2D-F9,0,1,1,1,0,1,1,0,1,1
2D-F10,0,1,1,1,0,1,1,1,1,1
2D-G3,1,1,0,1,0,0,0,0,1,1
2D-G4,1,1,0,1,0,0,0,1,1,1
2D-G5,1,1,0,1,0,0,1,0,1,1
2D-G6,1,1,0,1,0,0,1,1,1,1
2D-G7,1,1,0,1,0,1,0,0,1,1
2D-G8,1,1,0,1,0,1,0,1,1,1
2D-G9,1,1,0,1,0,1,1,0,1,1
2D-G10,1,1,0,1,0,1,1,1,1,1
2D-H3,1,1,1,1,0,0,0,0,1,1
2D-H4,1,1,1,1,0,0,0,1,1,1
2D-H5,1,1,1,1,0,0,1,0,1,1
2D-H6,1,1,1,1,0,0,1,1,1,1
2D-H7,1,1,1,1,0,1,0,0,1,1
2D-H8,1,1,1,1,0,1,0,1,1,1
2D-H9,1,1,1,1,0,1,1,0,1,1
2D-H10,1,1,1,1,0,1,1,1,1,1
3A-A3,0,0,0,0,1,0,0,0,0,0
3A-A4,0,0,0,0,1,0,0,1,0,0
3A-A5,0,0,0,0,1,0,1,0,0,0
3A-A6,0,0,0,0,1,0,1,1,0,0
3A-A7,0,0,0,0,1,1,0,0,0,0
3A-A8,0,0,0,2,1,1,0,1,0,0
3A-A9,0,0,0,0,1,1,1,0,0,0
3A-A10,0,0,0,0,1,1,1,1,0,0
3A-B3,0,0,1,0,1,0,0,0,0,0
3A-B4,0,0,1,0,1,0,0,1,0,0
3A-B5,0,0,1,0,1,0,1,0,0,0
3A-B6,0,0,1,0,1,0,1,1,0,0
3A-B7,0,0,1,0,1,1,0,0,0,0
3A-B8,0,0,1,2,1,1,0,1,0,0
3A-B9,0,0,1,0,1,1,1,0,0,0
3A-B10,0,0,1,0,1,1,1,1,0,0
3A-C3,1,0,0,0,1,0,0,0,0,0
3A-C4,1,0,0,0,1,0,0,1,0,0
3A-C5,1,0,0,0,1,0,1,0,0,0
3A-C6,1,0,0,0,1,0,1,1,0,0
3A-C7,1,0,0,0,1,1,0,0,0,0
3A-C8,1,0,0,2,1,1,0,1,0,0
3A-C9,1,0,0,0,1,1,1,0,0,0
3A-C10,1,0,0,0,1,1,1,1,0,0
3A-D3,1,0,1,0,1,0,0,0,0,0
3A-D4,1,0,1,0,1,0,0,1,0,0
3A-D5,1,0,1,0,1,0,1,0,0,0
3A-D6,1,0,1,0,1,0,1,1,0,0
3A-D7,1,0,1,0,1,1,0,0,0,0
3A-D8,1,0,1,0,1,1,0,1,0,0
3A-D9,1,0,1,0,1,1,1,0,0,0
3A-D10,1,0,1,0,1,1,1,1,0,0
3A-E3,0,1,0,0,1,0,0,0,0,0
3A-E4,0,1,0,0,1,0,0,1,0,0
3A-E5,0,1,0,0,1,0,1,0,0,0
3A-E6,0,1,0,0,1,0,1,1,0,0
3A-E7,0,1,0,0,1,1,0,0,0,0
3A-E8,0,1,0,0,1,1,0,1,0,0
3A-E9,0,1,0,0,1,1,1,0,0,0
3A-E10,0,1,0,0,1,1,1,1,0,0
3A-F3,0,1,1,0,1,0,0,0,0,0
3A-F4,0,1,1,0,1,0,0,1,0,0
3A-F5,0,1,1,0,1,0,1,0,0,0
3A-F6,0,1,1,0,2,0,1,1,0,0
3A-F7,0,1,1,0,1,1,0,0,0,0
3A-F8,0,1,1,2,1,1,0,1,0,0
3A-F9,0,1,1,0,1,1,1,0,0,0
3A-F10,0,1,1,0,1,1,1,1,0,0
3A-G3,1,1,0,0,1,0,0,0,0,0
3A-G4,1,1,0,0,1,0,0,1,0,0
3A-G5,1,1,0,0,1,0,1,0,0,0
3A-G6,2,2,2,0,2,0,1,1,0,0
3A-G7,1,1,0,0,1,1,0,0,0,0
3A-G8,1,1,0,0,1,1,0,1,0,0
3A-G9,1,1,0,0,1,1,1,0,0,0
3A-G10,1,1,0,0,1,1,1,1,0,0
3A-H3,1,1,1,0,1,0,0,0,0,0
3A-H4,1,1,1,0,1,0,0,1,0,0
3A-H5,1,1,1,0,1,0,1,0,0,0
3A-H6,1,2,1,0,2,0,1,1,0,0
3A-H7,1,1,1,0,1,1,0,0,0,0
3A-H8,1,1,1,0,1,1,0,1,0,0
3A-H9,1,1,1,0,1,1,1,0,0,0
3A-H10,1,1,1,0,1,1,1,1,0,0
3B-A3,0,0,0,0,1,0,0,0,1,0
3B-A4,0,0,0,0,1,0,0,1,1,0
3B-A5,0,0,0,0,1,0,1,0,1,0
3B-A6,0,0,0,0,1,0,1,1,1,0
3B-A7,0,0,0,0,1,1,0,0,1,0
3B-A8,0,0,0,2,1,1,0,1,1,0
3B-A9,0,0,0,0,1,1,1,0,1,0
3B-A10,0,0,0,0,1,1,1,1,1,0
3B-B3,0,0,1,0,1,0,0,0,1,0
3B-B4,0,0,1,0,1,0,0,1,1,0
3B-B5,0,0,1,0,1,0,1,0,1,0
3B-B6,0,0,1,0,1,0,1,1,1,0
3B-B7,0,0,1,0,1,1,0,0,1,0
3B-B8,0,0,1,2,1,1,0,1,1,0
3B-B9,0,0,1,0,1,1,1,0,1,0
3B-B10,0,0,1,0,1,1,1,1,1,0
3B-C3,1,0,0,0,1,0,0,0,1,0
3B-C4,1,0,0,0,1,0,0,1,1,0
3B-C5,1,0,0,0,1,0,1,0,1,0
3B-C6,1,0,0,0,1,0,1,1,1,0
3B-C7,1,0,0,0,1,1,0,0,1,0
3B-C8,1,0,0,2,1,1,0,1,1,0
3B-C9,1,0,0,0,1,1,1,0,1,0
3B-C10,1,0,0,0,1,1,1,1,1,0
3B-D3,1,0,1,0,1,0,0,0,1,0
3B-D4,1,0,1,0,1,0,0,1,1,0
3B-D5,1,0,1,0,1,0,1,0,1,0
3B-D6,1,0,1,0,1,0,1,1,1,0
3B-D7,1,0,1,0,1,1,0,0,1,0
3B-D8,1,0,1,0,1,1,0,1,1,0
3B-D9,1,0,1,0,1,1,1,0,1,0
3B-D10,1,0,1,0,1,1,1,1,1,0
3B-E3,0,1,0,0,1,0,0,0,1,0
3B-E4,0,1,0,0,1,0,0,1,1,0
3B-E5,0,1,0,0,1,0,1,0,1,0
3B-E6,0,1,0,0,1,0,1,1,1,0
3B-E7,0,1,0,0,1,1,0,0,1,0
3B-E8,0,1,0,0,1,1,0,1,1,0
3B-E9,0,1,0,0,1,1,1,0,1,0
3B-E10,0,1,0,0,1,1,1,1,1,0
3B-F3,0,1,1,0,1,0,0,0,1,0
3B-F4,0,1,1,0,1,0,0,1,1,0
3B-F5,0,1,1,0,1,0,1,0,1,0
3B-F6,0,1,1,0,2,0,1,1,1,0
3B-F7,0,1,1,0,1,1,0,0,1,0
3B-F8,0,1,1,2,1,1,0,1,1,0
3B-F9,0,1,1,0,1,1,1,0,1,0
3B-F10,0,1,1,0,1,1,1,1,1,0
3B-G3,1,1,0,0,1,0,0,0,1,0
3B-G4,1,1,0,0,1,0,0,1,1,0
3B-G5,1,1,0,0,1,0,1,0,1,0
3B-G6,2,2,2,0,2,0,1,1,1,0
3B-G7,1,1,0,0,1,1,0,0,1,0
3B-G8,1,1,0,0,1,1,0,1,1,0
3B-G9,1,1,0,0,1,1,1,0,1,0
3B-G10,1,1,0,0,1,1,1,1,1,0
3B-H3,1,1,1,0,1,0,0,0,1,0
3B-H4,1,1,1,0,1,0,0,1,1,0
3B-H5,1,1,1,0,1,0,1,0,1,0
3B-H6,1,2,1,0,2,0,1,1,1,0
3B-H7,1,1,1,0,1,1,0,0,1,0
3B-H8,1,1,1,0,1,1,0,1,1,0
3B-H9,1,1,1,0,1,1,1,0,1,0
3B-H10,1,1,1,0,1,1,1,1,1,0
3C-A3,0,0,0,0,1,0,0,0,0,1
3C-A4,0,0,0,0,1,0,0,1,0,1
3C-A5,0,0,0,0,1,0,1,0,0,1
3C-A6,0,0,0,0,1,0,1,1,0,1
3C-A7,0,0,0,0,1,1,0,0,0,1
3C-A8,0,0,0,2,1,1,0,1,0,1
3C-A9,0,0,0,0,1,1,1,0,0,1
3C-A10,0,0,0,0,1,1,1,1,0,1
3C-B3,0,0,1,0,1,0,0,0,0,1
3C-B4,0,0,1,0,1,0,0,1,0,1
3C-B5,0,0,1,0,1,0,1,0,0,1
3C-B6,0,0,1,0,1,0,1,1,0,1
3C-B7,0,0,1,0,1,1,0,0,0,1
3C-B8,0,0,1,2,1,1,0,1,0,1
3C-B9,0,0,1,0,1,1,1,0,0,1
3C-B10,0,0,1,0,1,1,1,1,0,1
3C-C3,1,0,0,0,1,0,0,0,0,1
3C-C4,1,0,0,0,1,0,0,1,0,1
3C-C5,1,0,0,0,1,0,1,0,0,1
3C-C6,1,0,0,0,1,0,1,1,0,1
3C-C7,1,0,0,0,1,1,0,0,0,1
3C-C8,1,0,0,2,1,1,0,1,0,1
3C-C9,1,0,0,0,1,1,1,0,0,1
3C-C10,1,0,0,0,1,1,1,1,0,1
3C-D3,1,0,1,0,1,0,0,0,0,1
3C-D4,1,0,1,0,1,0,0,1,0,1
3C-D5,1,0,1,0,1,0,1,0,0,1
3C-D6,1,0,1,0,1,0,1,1,0,1
3C-D7,1,0,1,0,1,1,0,0,0,1
3C-D8,1,0,1,0,1,1,0,1,0,1
3C-D9,1,0,1,0,1,1,1,0,0,1
3C-D10,1,0,1,0,1,1,1,1,0,1
3C-E3,0,1,0,0,1,0,0,0,0,1
3C-E4,0,1,0,0,1,0,0,1,0,1
3C-E5,0,1,0,0,1,0,1,0,0,1
3C-E6,0,1,0,0,1,0,1,1,0,1
3C-E7,0,1,0,0,1,1,0,0,0,1
3C-E8,0,1,0,0,1,1,0,1,0,1
3C-E9,0,1,0,0,1,1,1,0,0,1
3C-E10,0,1,0,0,1,1,1,1,0,1
3C-F3,0,1,1,0,1,0,0,0,0,1
3C-F4,0,1,1,0,1,0,0,1,0,1
3C-F5,0,1,1,0,1,0,1,0,0,1
3C-F6,0,1,1,0,2,0,1,1,0,1
3C-F7,0,1,1,0,1,1,0,0,0,1
3C-F8,0,1,1,2,1,1,0,1,0,1
3C-F9,0,1,1,0,1,1,1,0,0,1
3C-F10,0,1,1,0,1,1,1,1,0,1
3C-G3,1,1,0,0,1,0,0,0,0,1
3C-G4,1,1,0,0,1,0,0,1,0,1
3C-G5,1,1,0,0,1,0,1,0,0,1
3C-G6,2,2,2,0,2,0,1,1,0,1
3C-G7,1,1,0,0,1,1,0,0,0,1
3C-G8,1,1,0,0,1,1,0,1,0,1
3C-G9,1,1,0,0,1,1,1,0,0,1
3C-G10,1,1,0,0,1,1,1,1,0,1
3C-H3,1,1,1,0,1,0,0,0,0,1
3C-H4,1,1,1,0,1,0,0,1,0,1
3C-H5,1,1,1,0,1,0,1,0,0,1
3C-H6,1,2,1,0,2,0,1,1,0,1
3C-H7,1,1,1,0,1,1,0,0,0,1
3C-H8,1,1,1,0,1,1,0,1,0,1
3C-H9,1,1,1,0,1,1,1,0,0,1
3C-H10,1,1,1,0,1,1,1,1,0,1
3D-A3,0,0,0,0,1,0,0,0,1,1
3D-A4,0,0,0,0,1,0,0,1,1,1
3D-A5,0,0,0,0,1,0,1,0,1,1
3D-A6,0,0,0,0,1,0,1,1,1,1
3D-A7,0,0,0,0,1,1,0,0,1,1
3D-A8,0,0,0,2,1,1,0,1,1,1
3D-A9,0,0,0,0,1,1,1,0,1,1
3D-A10,0,0,0,0,1,1,1,1,1,1
3D-B3,0,0,1,0,1,0,0,0,1,1
3D-B4,0,0,1,0,1,0,0,1,1,1
3D-B5,0,0,1,0,1,0,1,0,1,1
3D-B6,0,0,1,0,1,0,1,1,1,1
3D-B7,0,0,1,0,1,1,0,0,1,1
3D-B8,0,0,1,2,1,1,0,1,1,1
3D-B9,0,0,1,0,1,1,1,0,1,1
3D-B10,0,0,1,0,1,1,1,1,1,1
3D-C3,1,0,0,0,1,0,0,0,1,1
3D-C4,1,0,0,0,1,0,0,1,1,1
3D-C5,1,0,0,0,1,0,1,0,1,1
3D-C6,1,0,0,0,1,0,1,1,1,1
3D-C7,1,0,0,0,1,1,0,0,1,1
3D-C8,1,0,0,2,1,1,0,1,1,1
3D-C9,1,0,0,0,1,1,1,0,1,1
3D-C10,1,0,0,0,1,1,1,1,1,1
3D-D3,1,0,1,0,1,0,0,0,1,1
3D-D4,1,0,1,0,1,0,0,1,1,1
3D-D5,1,0,1,0,1,0,1,0,1,1
3D-D6,1,0,1,0,1,0,1,1,1,1
3D-D7,1,0,1,0,1,1,0,0,1,1
3D-D8,1,0,1,0,1,1,0,1,1,1
3D-D9,1,0,1,0,1,1,1,0,1,1
3D-D10,1,0,1,0,1,1,1,1,1,1
3D-E3,0,1,0,0,1,0,0,0,1,1
3D-E4,0,1,0,0,1,0,0,1,1,1
3D-E5,0,1,0,0,1,0,1,0,1,1
3D-E6,0,1,0,0,1,0,1,1,1,1
3D-E7,0,1,0,0,1,1,0,0,1,1
3D-E8,0,1,0,0,1,1,0,1,1,1
3D-E9,0,1,0,0,1,1,1,0,1,1
3D-E10,0,1,0,0,1,1,1,1,1,1
3D-F3,0,1,1,0,1,0,0,0,1,1
3D-F4,0,1,1,0,1,0,0,1,1,1
3D-F5,0,1,1,0,1,0,1,0,1,1
3D-F6,0,1,1,0,2,0,1,1,1,1
3D-F7,0,1,1,0,1,1,0,0,1,1
3D-F8,0,1,1,2,1,1,0,1,1,1
3D-F9,0,1,1,0,1,1,1,0,1,1
3D-F10,0,1,1,0,1,1,1,1,1,1
3D-G3,1,1,0,0,1,0,0,0,1,1
3D-G4,1,1,0,0,1,0,0,1,1,1
3D-G5,1,1,0,0,1,0,1,0,1,1
3D-G6,2,2,2,0,2,0,1,1,1,1
3D-G7,1,1,0,0,1,1,0,0,1,1
3D-G8,1,1,0,0,1,1,0,1,1,1
3D-G9,1,1,0,0,1,1,1,0,1,1
3D-G10,1,1,0,0,1,1,1,1,1,1
3D-H3,1,1,1,0,1,0,0,0,1,1
3D-H4,1,1,1,0,1,0,0,1,1,1
3D-H5,1,1,1,0,1,0,1,0,1,1
3D-H6,1,2,1,0,2,0,1,1,1,1
3D-H7,1,1,1,0,1,1,0,0,1,1
3D-H8,1,1,1,0,1,1,0,1,1,1
3D-H9,1,1,1,0,1,1,1,0,1,1
3D-H10,1,1,1,0,1,1,1,1,1,1
4A-A3,0,0,0,1,1,0,0,0,0,0
4A-A4,0,0,0,1,1,0,0,1,0,0
4A-A5,0,0,0,1,1,0,1,0,0,0
4A-A6,0,0,0,1,1,0,1,1,0,0
4A-A7,0,0,0,1,1,1,0,0,0,0
4A-A8,0,0,0,1,1,1,0,1,0,0
4A-A9,0,0,0,1,1,1,1,0,0,0
4A-A10,0,0,0,1,1,1,1,1,0,0
4A-B3,0,0,1,1,1,0,0,0,0,0
4A-B4,0,0,1,1,1,0,0,1,0,0
4A-B5,0,0,1,1,1,0,1,0,0,0
4A-B6,0,0,1,1,1,0,1,1,0,0
4A-B7,0,0,1,1,1,1,0,0,0,0
4A-B8,0,0,1,1,1,1,0,1,0,0
4A-B9,0,0,1,1,1,1,1,0,0,0
4A-B10,0,0,1,1,1,1,1,1,0,0
4A-C3,1,0,0,1,1,0,0,0,0,0
4A-C4,1,0,0,1,1,0,0,1,0,0
4A-C5,1,0,0,1,1,0,1,0,0,0
4A-C6,1,0,0,1,1,0,1,1,0,0
4A-C7,1,0,0,1,1,1,0,0,0,0
4A-C8,1,0,0,1,1,1,0,1,0,0
4A-C9,1,0,0,1,1,1,1,0,0,0
4A-C10,1,0,0,1,1,1,1,1,0,0
4A-D3,1,0,1,1,1,0,0,0,0,0
4A-D4,1,0,1,1,1,0,0,1,0,0
4A-D5,1,0,1,1,1,0,1,0,0,0
4A-D6,2,0,1,1,2,0,2,1,0,0
4A-D7,1,0,1,1,1,1,0,0,0,0
4A-D8,1,0,1,1,1,1,0,1,0,0
4A-D9,1,0,1,1,0,1,1,0,0,0
4A-D10,1,0,1,1,1,1,1,1,0,0
4A-E3,0,1,0,1,1,0,0,0,0,0
4A-E4,0,1,0,1,1,0,0,1,0,0
4A-E5,0,1,0,1,1,0,1,0,0,0
4A-E6,0,1,0,1,1,0,1,1,0,0
4A-E7,0,1,0,1,1,1,0,0,0,0
4A-E8,0,1,0,1,1,1,0,1,0,0
4A-E9,0,1,0,1,1,1,1,0,0,0
4A-E10,0,1,0,1,1,1,1,1,0,0
4A-F3,0,1,1,1,1,0,0,0,0,0
4A-F4,0,1,1,1,1,0,0,1,0,0
4A-F5,0,1,1,1,1,0,1,0,0,0
4A-F6,0,1,1,1,1,0,1,1,0,0
4A-F7,0,1,1,1,1,1,0,0,0,0
4A-F8,0,1,1,1,1,1,0,1,0,0
4A-F9,0,1,1,1,1,1,1,0,0,0
4A-F10,0,1,1,1,1,1,1,1,0,0
