Well,BUL2_g_exp,FAS1_g_exp,MKT1_g_exp,NCS2_g_exp,PMA1_g_exp,RHO5_g_exp,SCH9_g_exp,WHI2_g_exp,AKL1_g_exp,RPI1_g_exp
5H-B5,0,0,1,1,0,0,0,0,1,1
5H-B6,0,0,1,1,0,1,0,0,1,1
5H-B7,0,1,1,0,0,0,0,0,1,1
5H-B8,0,1,1,0,0,1,0,0,1,1
5H-B9,0,1,1,1,0,0,0,0,1,1
5H-B10,0,1,1,1,0,1,0,0,1,1
5H-C3,1,0,0,0,0,0,0,0,1,1
5H-C4,1,0,0,0,0,1,0,0,1,1
5H-C5,1,0,0,1,0,0,0,0,1,1
5H-C6,1,0,0,1,0,1,0,0,1,1
5H-C7,1,1,0,0,0,0,0,0,1,1
5H-C8,1,1,0,0,0,1,0,0,1,1
5H-C9,1,1,0,1,0,0,0,0,1,1
5H-C10,1,1,0,1,0,1,0,0,1,1
5H-D3,1,0,1,0,0,0,0,0,1,1
5H-D4,1,0,1,0,0,1,0,0,1,1
5H-D5,1,0,1,1,0,0,0,0,1,1
5H-D6,1,0,1,1,0,1,0,0,1,1
5H-D7,1,1,1,0,0,0,0,0,1,1
5H-D8,1,1,1,0,0,1,0,0,1,1
5H-D9,1,1,1,1,0,0,0,0,1,1
5H-D10,1,1,1,1,0,1,0,0,1,1
5H-E3,0,0,0,0,0,0,0,1,1,1
5H-E4,0,0,0,0,0,1,0,1,1,1
5H-E5,0,0,0,1,0,0,0,1,1,1
5H-E6,0,0,0,1,0,1,0,1,1,1
5H-E7,0,1,0,0,0,0,0,1,1,1
5H-E8,0,1,0,0,0,1,0,1,1,1
5H-E9,0,1,0,1,0,0,0,1,1,1
5H-E10,0,1,0,1,0,1,0,1,1,1
5H-F3,0,0,1,0,0,0,0,1,1,1
5H-F4,0,0,1,0,0,1,0,1,1,1
5H-F5,0,0,1,1,0,0,0,1,1,1
5H-F6,0,0,1,1,0,1,0,1,1,1
5H-F7,0,1,1,0,0,0,0,1,1,1
5H-F8,0,1,1,0,0,1,0,1,1,1
5H-F9,0,1,1,1,0,0,0,1,1,1
5H-F10,0,1,1,1,0,1,0,1,1,1
5H-G3,1,0,0,0,0,0,0,1,1,1
5H-G4,1,0,0,0,0,1,0,1,1,1
5H-G5,1,0,0,1,0,0,0,1,1,1
5H-G6,1,0,0,1,0,1,0,1,1,1
5H-G7,1,1,0,0,0,0,0,1,1,1
5H-G8,1,1,0,0,0,1,0,1,1,1
5H-G9,1,1,0,1,0,0,0,1,1,1
5H-G10,1,1,0,1,0,1,0,1,1,1
5H-H3,1,0,1,0,0,0,0,1,1,1
5H-H4,1,0,1,0,0,1,0,1,1,1
5H-H5,1,0,1,1,0,0,0,1,1,1
5H-H6,1,0,1,1,0,1,0,1,1,1
5H-H7,1,1,1,0,0,0,0,1,1,1
5H-H8,1,1,1,0,0,1,0,1,1,1
5H-H9,1,1,1,1,0,0,0,1,1,1
5H-H10,1,1,1,1,0,1,0,1,1,1
6E-A3,0,0,0,0,1,0,0,0,0,0
6E-A4,0,0,0,0,1,1,0,0,0,0
6E-A5,0,2,0,1,2,0,0,0,0,0
6E-A6,0,0,0,1,1,1,0,0,0,0
6E-A7,0,1,0,2,2,2,0,0,0,0
6E-A8,0,1,0,0,1,1,0,0,0,0
6E-A9,0,1,0,1,1,0,0,0,0,0
6E-A10,0,1,0,1,1,1,0,0,0,0
6E-B3,0,0,1,0,1,0,0,0,0,0
6E-B4,0,0,1,0,1,1,0,0,0,0
6E-B5,0,0,1,1,1,0,0,0,0,0
6E-B6,0,0,1,1,1,1,0,0,0,0
6E-B7,0,1,1,0,1,0,0,0,0,0
6E-B8,0,1,1,0,1,1,0,0,0,0
6E-B9,0,1,1,2,2,0,0,0,0,0
6E-B10,0,1,1,1,1,1,0,0,0,0
6E-C3,1,0,0,0,1,0,0,0,0,0
6E-C4,1,0,0,0,1,1,0,0,0,0
6E-C5,1,0,0,1,1,0,0,0,0,0
6E-C6,1,0,0,1,1,1,0,0,0,0
6E-C7,1,1,0,0,2,0,0,0,0,0
6E-C8,1,1,0,0,1,1,0,0,0,0
6E-C9,1,2,0,2,2,0,0,0,0,0
6E-C10,1,1,0,1,1,1,0,0,0,0
6E-D3,1,0,1,0,1,0,0,0,0,0
6E-D4,1,0,1,0,1,1,0,0,0,0
6E-D5,1,0,1,1,1,0,0,0,0,0
6E-D6,1,0,1,1,1,1,0,0,0,0
6E-D7,1,1,1,0,1,0,0,0,0,0
6E-D8,1,1,1,0,1,1,0,0,0,0
6E-D9,1,1,1,1,1,0,0,0,0,0
6E-D10,1,1,1,1,1,1,0,0,0,0
6E-E3,0,0,0,0,1,0,0,1,0,0
6E-E4,0,0,0,0,1,1,0,1,0,0
6E-E5,0,0,0,1,1,0,0,1,0,0
6E-E6,0,0,0,1,1,1,0,1,0,0
6E-E7,0,1,0,0,1,0,0,1,0,0
6E-E8,0,1,0,0,1,1,0,1,0,0
6E-E9,0,1,0,1,1,0,0,1,0,0
6E-E10,0,1,0,1,1,1,0,1,0,0
6E-F3,0,0,1,0,1,0,0,1,0,0
6E-F4,0,0,1,0,1,1,0,1,0,0
6E-F5,0,0,1,1,1,0,0,1,0,0
6E-F6,0,0,1,1,1,1,0,1,0,0
6E-F7,0,1,1,0,1,0,0,1,0,0
6E-F8,0,1,1,0,1,1,0,1,0,0
6E-F9,0,1,1,2,2,0,0,1,0,0
6E-F10,0,1,1,1,1,1,0,1,0,0
6E-G3,1,0,0,0,1,0,0,1,0,0
6E-G4,1,0,0,0,1,1,0,1,0,0
6E-G5,1,0,0,1,1,0,0,1,0,0
6E-G6,1,0,0,1,1,1,0,1,0,0
6E-G7,1,1,0,0,1,0,0,1,0,0
6E-G8,1,1,0,0,1,1,0,1,0,0
6E-G9,1,1,0,1,1,0,0,1,0,0
6E-G10,1,1,0,1,1,1,0,1,0,0
6E-H3,1,0,1,0,1,0,0,1,0,0
6E-H4,1,0,1,0,1,1,0,1,0,0
6E-H5,1,0,1,1,1,0,0,1,0,0
6E-H6,1,0,1,1,1,1,0,1,0,0
6E-H7,1,1,1,0,1,0,0,1,0,0
6E-H8,1,1,1,0,1,1,0,1,0,0
6E-H9,1,1,1,1,2,0,0,1,0,0
6E-H10,1,1,1,1,1,1,0,1,0,0
6F-A3,0,0,0,0,1,0,0,0,1,0
6F-A4,0,0,0,0,1,1,0,0,1,0
6F-A5,0,2,0,1,2,0,0,0,1,0
6F-A6,0,0,0,1,1,1,0,0,1,0
6F-A7,0,1,0,2,2,2,0,0,1,0
6F-A8,0,1,0,0,1,1,0,0,1,0
6F-A9,0,1,0,1,1,0,0,0,1,0
6F-A10,0,1,0,1,1,1,0,0,1,0
6F-B3,0,0,1,0,1,0,0,0,1,0
6F-B4,0,0,1,0,1,1,0,0,1,0
6F-B5,0,0,1,1,1,0,0,0,1,0
6F-B6,0,0,1,1,1,1,0,0,1,0
6F-B7,0,1,1,0,1,0,0,0,1,0
6F-B8,0,1,1,0,1,1,0,0,1,0
6F-B9,0,1,1,2,2,0,0,0,1,0
6F-B10,0,1,1,1,1,1,0,0,1,0
6F-C3,1,0,0,0,1,0,0,0,1,0
6F-C4,1,0,0,0,1,1,0,0,1,0
6F-C5,1,0,0,1,1,0,0,0,1,0
6F-C6,1,0,0,1,1,1,0,0,1,0
6F-C7,1,1,0,0,2,0,0,0,1,0
6F-C8,1,1,0,0,1,1,0,0,1,0
6F-C9,1,2,0,2,2,0,0,0,1,0
6F-C10,1,1,0,1,1,1,0,0,1,0
6F-D3,1,0,1,0,1,0,0,0,1,0
6F-D4,1,0,1,0,1,1,0,0,1,0
6F-D5,1,0,1,1,1,0,0,0,1,0
6F-D6,1,0,1,1,1,1,0,0,1,0
6F-D7,1,1,1,0,1,0,0,0,1,0
6F-D8,1,1,1,0,1,1,0,0,1,0
6F-D9,1,1,1,1,1,0,0,0,1,0
6F-D10,1,1,1,1,1,1,0,0,1,0
6F-E3,0,0,0,0,1,0,0,1,1,0
6F-E4,0,0,0,0,1,1,0,1,1,0
6F-E5,0,0,0,1,1,0,0,1,1,0
6F-E6,0,0,0,1,1,1,0,1,1,0
6F-E7,0,1,0,0,1,0,0,1,1,0
6F-E8,0,1,0,0,1,1,0,1,1,0
6F-E9,0,1,0,1,1,0,0,1,1,0
6F-E10,0,1,0,1,1,1,0,1,1,0
6F-F3,0,0,1,0,1,0,0,1,1,0
6F-F4,0,0,1,0,1,1,0,1,1,0
6F-F5,0,0,1,1,1,0,0,1,1,0
6F-F6,0,0,1,1,1,1,0,1,1,0
6F-F7,0,1,1,0,1,0,0,1,1,0
6F-F8,0,1,1,0,1,1,0,1,1,0
6F-F9,0,1,1,2,2,0,0,1,1,0
6F-F10,0,1,1,1,1,1,0,1,1,0
6F-G3,1,0,0,0,1,0,0,1,1,0
6F-G4,1,0,0,0,1,1,0,1,1,0
6F-G5,1,0,0,1,1,0,0,1,1,0
6F-G6,1,0,0,1,1,1,0,1,1,0
6F-G7,1,1,0,0,1,0,0,1,1,0
6F-G8,1,1,0,0,1,1,0,1,1,0
6F-G9,1,1,0,1,1,0,0,1,1,0
6F-G10,1,1,0,1,1,1,0,1,1,0
6F-H3,1,0,1,0,1,0,0,1,1,0
6F-H4,1,0,1,0,1,1,0,1,1,0
6F-H5,1,0,1,1,1,0,0,1,1,0
6F-H6,1,0,1,1,1,1,0,1,1,0
6F-H7,1,1,1,0,1,0,0,1,1,0
6F-H8,1,1,1,0,1,1,0,1,1,0
6F-H9,1,1,1,1,2,0,0,1,1,0
6F-H10,1,1,1,1,1,1,0,1,1,0
6G-A3,0,0,0,0,1,0,0,0,0,1
6G-A4,0,0,0,0,1,1,0,0,0,1
6G-A5,0,2,0,1,2,0,0,0,0,1
6G-A6,0,0,0,1,1,1,0,0,0,1
6G-A7,0,1,0,2,2,2,0,0,0,1
6G-A8,0,1,0,0,1,1,0,0,0,1
6G-A9,0,1,0,1,1,0,0,0,0,1
6G-A10,0,1,0,1,1,1,0,0,0,1
6G-B3,0,0,1,0,1,0,0,0,0,1
6G-B4,0,0,1,0,1,1,0,0,0,1
6G-B5,0,0,1,1,1,0,0,0,0,1
6G-B6,0,0,1,1,1,1,0,0,0,1
6G-B7,0,1,1,0,1,0,0,0,0,1
6G-B8,0,1,1,0,1,1,0,0,0,1
6G-B9,0,1,1,2,2,0,0,0,0,1
6G-B10,0,1,1,1,1,1,0,0,0,1
6G-C3,1,0,0,0,1,0,0,0,0,1
6G-C4,1,0,0,0,1,1,0,0,0,1
6G-C5,1,0,0,1,1,0,0,0,0,1
6G-C6,1,0,0,1,1,1,0,0,0,1
6G-C7,1,1,0,0,2,0,0,0,0,1
6G-C8,1,1,0,0,1,1,0,0,0,1
6G-C9,1,2,0,2,2,0,0,0,0,1
6G-C10,1,1,0,1,1,1,0,0,0,1
6G-D3,1,0,1,0,1,0,0,0,0,1
6G-D4,1,0,1,0,1,1,0,0,0,1
6G-D5,1,0,1,1,1,0,0,0,0,1
6G-D6,1,0,1,1,1,1,0,0,0,1
6G-D7,1,1,1,0,1,0,0,0,0,1
6G-D8,1,1,1,0,1,1,0,0,0,1
6G-D9,1,1,1,1,1,0,0,0,0,1
6G-D10,1,1,1,1,1,1,0,0,0,1
6G-E3,0,0,0,0,1,0,0,1,0,1
6G-E4,0,0,0,0,1,1,0,1,0,1
6G-E5,0,0,0,1,1,0,0,1,0,1
6G-E6,0,0,0,1,1,1,0,1,0,1
6G-E7,0,1,0,0,1,0,0,1,0,1
6G-E8,0,1,0,0,1,1,0,1,0,1
6G-E9,0,1,0,1,1,0,0,1,0,1
6G-E10,0,1,0,1,1,1,0,1,0,1
6G-F3,0,0,1,0,1,0,0,1,0,1
6G-F4,0,0,1,0,1,1,0,1,0,1
6G-F5,0,0,1,1,1,0,0,1,0,1
6G-F6,0,0,1,1,1,1,0,1,0,1
6G-F7,0,1,1,0,1,0,0,1,0,1
6G-F8,0,1,1,0,1,1,0,1,0,1
6G-F9,0,1,1,2,2,0,0,1,0,1
6G-F10,0,1,1,1,1,1,0,1,0,1
6G-G3,1,0,0,0,1,0,0,1,0,1
6G-G4,1,0,0,0,1,1,0,1,0,1
6G-G5,1,0,0,1,1,0,0,1,0,1
6G-G6,1,0,0,1,1,1,0,1,0,1
6G-G7,1,1,0,0,1,0,0,1,0,1
6G-G8,1,1,0,0,1,1,0,1,0,1
6G-G9,1,1,0,1,1,0,0,1,0,1
6G-G10,1,1,0,1,1,1,0,1,0,1
6G-H3,1,0,1,0,1,0,0,1,0,1
6G-H4,1,0,1,0,1,1,0,1,0,1
6G-H5,1,0,1,1,1,0,0,1,0,1
6G-H6,1,0,1,1,1,1,0,1,0,1
6G-H7,1,1,1,0,1,0,0,1,0,1
6G-H8,1,1,1,0,1,1,0,1,0,1
6G-H9,1,1,1,1,2,0,0,1,0,1
6G-H10,1,1,1,1,1,1,0,1,0,1
6H-A3,0,0,0,0,1,0,0,0,1,1
6H-A4,0,0,0,0,1,1,0,0,1,1
6H-A5,0,2,0,1,2,0,0,0,1,1
6H-A6,0,0,0,1,1,1,0,0,1,1
6H-A7,0,1,0,2,2,2,0,0,1,1
6H-A8,0,1,0,0,1,1,0,0,1,1
6H-A9,0,1,0,1,1,0,0,0,1,1
6H-A10,0,1,0,1,1,1,0,0,1,1
6H-B3,0,0,1,0,1,0,0,0,1,1
6H-B4,0,0,1,0,1,1,0,0,1,1
6H-B5,0,0,1,1,1,0,0,0,1,1
6H-B6,0,0,1,1,1,1,0,0,1,1
6H-B7,0,1,1,0,1,0,0,0,1,1
6H-B8,0,1,1,0,1,1,0,0,1,1
6H-B9,0,1,1,2,2,0,0,0,1,1
6H-B10,0,1,1,1,1,1,0,0,1,1
6H-C3,1,0,0,0,1,0,0,0,1,1
6H-C4,1,0,0,0,1,1,0,0,1,1
6H-C5,1,0,0,1,1,0,0,0,1,1
6H-C6,1,0,0,1,1,1,0,0,1,1
6H-C7,1,1,0,0,2,0,0,0,1,1
6H-C8,1,1,0,0,1,1,0,0,1,1
6H-C9,1,2,0,2,2,0,0,0,1,1
6H-C10,1,1,0,1,1,1,0,0,1,1
6H-D3,1,0,1,0,1,0,0,0,1,1
6H-D4,1,0,1,0,1,1,0,0,1,1
6H-D5,1,0,1,1,1,0,0,0,1,1
6H-D6,1,0,1,1,1,1,0,0,1,1
6H-D7,1,1,1,0,1,0,0,0,1,1
6H-D8,1,1,1,0,1,1,0,0,1,1
6H-D9,1,1,1,1,1,0,0,0,1,1
6H-D10,1,1,1,1,1,1,0,0,1,1
6H-E3,0,0,0,0,1,0,0,1,1,1
6H-E4,0,0,0,0,1,1,0,1,1,1
6H-E5,0,0,0,1,1,0,0,1,1,1
6H-E6,0,0,0,1,1,1,0,1,1,1
6H-E7,0,1,0,0,1,0,0,1,1,1
6H-E8,0,1,0,0,1,1,0,1,1,1
6H-E9,0,1,0,1,1,0,0,1,1,1
6H-E10,0,1,0,1,1,1,0,1,1,1
6H-F3,0,0,1,0,1,0,0,1,1,1
6H-F4,0,0,1,0,1,1,0,1,1,1
6H-F5,0,0,1,1,1,0,0,1,1,1
6H-F6,0,0,1,1,1,1,0,1,1,1
6H-F7,0,1,1,0,1,0,0,1,1,1
6H-F8,0,1,1,0,1,1,0,1,1,1
6H-F9,0,1,1,2,2,0,0,1,1,1
6H-F10,0,1,1,1,1,1,0,1,1,1
6H-G3,1,0,0,0,1,0,0,1,1,1
6H-G4,1,0,0,0,1,1,0,1,1,1
6H-G5,1,0,0,1,1,0,0,1,1,1
6H-G6,1,0,0,1,1,1,0,1,1,1
6H-G7,1,1,0,0,1,0,0,1,1,1
6H-G8,1,1,0,0,1,1,0,1,1,1
6H-G9,1,1,0,1,1,0,0,1,1,1
6H-G10,1,1,0,1,1,1,0,1,1,1
6H-H3,1,0,1,0,1,0,0,1,1,1
6H-H4,1,0,1,0,1,1,0,1,1,1
6H-H5,1,0,1,1,1,0,0,1,1,1
6H-H6,1,0,1,1,1,1,0,1,1,1
6H-H7,1,1,1,0,1,0,0,1,1,1
6H-H8,1,1,1,0,1,1,0,1,1,1
6H-H9,1,1,1,1,2,0,0,1,1,1
6H-H10,1,1,1,1,1,1,0,1,1,1
7E-A3,0,0,0,0,0,0,1,0,0,0
7E-A4,0,0,0,0,0,1,1,0,0,0
7E-A5,0,0,0,1,0,0,1,0,0,0
7E-A6,0,0,0,1,0,1,1,0,0,0
7E-A7,0,1,0,0,0,0,1,0,0,0
7E-A8,0,1,0,0,0,1,1,0,0,0
7E-A9,0,1,0,1,0,0,1,0,0,0
7E-A10,0,1,0,1,0,1,1,0,0,0
7E-B3,0,0,1,0,0,0,1,0,0,0
7E-B4,0,0,1,0,0,1,1,0,0,0
7E-B5,0,0,1,1,0,0,1,0,0,0
7E-B6,0,0,1,1,0,1,1,0,0,0
7E-B7,0,1,1,0,0,0,1,0,0,0
7E-B8,0,1,1,0,0,1,1,0,0,0
7E-B9,0,1,1,1,0,0,1,0,0,0
7E-B10,0,1,1,1,0,1,1,0,0,0
7E-C3,1,0,0,0,0,0,1,0,0,0
7E-C4,1,0,0,0,0,1,1,0,0,0
7E-C5,1,0,0,1,0,0,1,0,0,0
7E-C6,1,0,0,1,0,1,1,0,0,0
7E-C7,1,1,0,0,0,0,1,0,0,0
7E-C8,1,1,0,0,0,1,1,0,0,0
7E-C9,1,1,0,1,0,0,1,0,0,0
7E-C10,1,1,0,1,0,1,1,0,0,0
7E-D3,1,0,1,0,0,0,1,0,0,0
7E-D4,1,0,1,0,0,1,1,0,0,0
7E-D5,1,0,1,1,0,0,1,0,0,0
7E-D6,1,0,1,1,0,1,1,0,0,0
7E-D7,1,1,1,0,0,0,1,0,0,0
7E-D8,1,1,1,0,0,1,1,0,0,0
7E-D9,1,1,1,1,0,0,1,0,0,0
7E-D10,1,1,1,1,0,1,1,0,0,0
7E-E3,0,0,0,0,0,0,1,1,0,0
7E-E4,0,0,0,0,0,1,1,1,0,0
7E-E5,0,0,0,1,0,0,1,1,0,0
7E-E6,0,0,0,1,0,1,1,1,0,0
7E-E7,0,1,0,0,0,0,1,1,0,0
7E-E8,0,1,0,0,0,1,1,1,0,0
7E-E9,0,1,0,1,0,0,1,1,0,0
7E-E10,0,1,0,1,0,1,1,1,0,0
7E-F3,0,0,1,0,0,0,1,1,0,0
7E-F4,0,0,1,0,0,1,1,1,0,0
7E-F5,0,0,1,1,0,0,1,1,0,0
7E-F6,0,0,1,1,0,1,1,1,0,0
7E-F7,0,1,1,0,0,0,1,1,0,0
7E-F8,0,1,1,0,0,1,1,1,0,0
7E-F9,0,1,1,1,0,0,1,1,0,0
7E-F10,0,1,1,1,0,1,1,1,0,0
7E-G3,1,0,0,0,0,0,1,1,0,0
7E-G4,1,0,0,0,0,1,1,1,0,0
7E-G5,1,0,0,1,0,0,1,1,0,0
7E-G6,1,0,0,1,0,1,1,1,0,0
7E-G7,1,1,0,0,0,0,1,1,0,0
7E-G8,1,1,0,0,0,1,1,1,0,0
7E-G9,1,1,0,1,0,0,1,1,0,0
7E-G10,1,1,0,1,0,1,1,1,0,0
7E-H3,1,0,1,0,0,0,1,2,0,0
7E-H4,1,0,1,0,0,1,1,1,0,0
7E-H5,2,0,1,1,0,0,1,2,0,0
7E-H6,1,0,1,1,0,1,1,1,0,0
7E-H7,2,1,1,0,2,0,1,2,0,0
7E-H8,2,1,1,0,0,1,1,2,0,0
7E-H9,2,1,1,1,0,0,1,2,0,0
7E-H10,2,1,1,1,0,1,1,2,0,0
7F-A3,0,0,0,0,0,0,1,0,1,0
7F-A4,0,0,0,0,0,1,1,0,1,0
7F-A5,0,0,0,1,0,0,1,0,1,0
7F-A6,0,0,0,1,0,1,1,0,1,0
7F-A7,0,1,0,0,0,0,1,0,1,0
7F-A8,0,1,0,0,0,1,1,0,1,0
7F-A9,0,1,0,1,0,0,1,0,1,0
7F-A10,0,1,0,1,0,1,1,0,1,0
7F-B3,0,0,1,0,0,0,1,0,1,0
7F-B4,0,0,1,0,0,1,1,0,1,0
7F-B5,0,0,1,1,0,0,1,0,1,0
7F-B6,0,0,1,1,0,1,1,0,1,0
7F-B7,0,1,1,0,0,0,1,0,1,0
7F-B8,0,1,1,0,0,1,1,0,1,0
7F-B9,0,1,1,1,0,0,1,0,1,0
7F-B10,0,1,1,1,0,1,1,0,1,0
7F-C3,1,0,0,0,0,0,1,0,1,0
7F-C4,1,0,0,0,0,1,1,0,1,0
7F-C5,1,0,0,1,0,0,1,0,1,0
7F-C6,1,0,0,1,0,1,1,0,1,0
7F-C7,1,1,0,0,0,0,1,0,1,0
7F-C8,1,1,0,0,0,1,1,0,1,0
7F-C9,1,1,0,1,0,0,1,0,1,0
7F-C10,1,1,0,1,0,1,1,0,1,0
7F-D3,1,0,1,0,0,0,1,0,1,0
7F-D4,1,0,1,0,0,1,1,0,1,0
7F-D5,1,0,1,1,0,0,1,0,1,0
7F-D6,1,0,1,1,0,1,1,0,1,0
7F-D7,1,1,1,0,0,0,1,0,1,0
7F-D8,1,1,1,0,0,1,1,0,1,0
7F-D9,1,1,1,1,0,0,1,0,1,0
7F-D10,1,1,1,1,0,1,1,0,1,0
7F-E3,0,0,0,0,0,0,1,1,1,0
7F-E4,0,0,0,0,0,1,1,1,1,0
7F-E5,0,0,0,1,0,0,1,1,1,0
7F-E6,0,0,0,1,0,1,1,1,1,0
7F-E7,0,1,0,0,0,0,1,1,1,0
