Well,BUL2_g_exp,FAS1_g_exp,MKT1_g_exp,NCS2_g_exp,PMA1_g_exp,RHO5_g_exp,SCH9_g_exp,WHI2_g_exp,AKL1_g_exp,RPI1_g_exp
7F-E8,0,1,0,0,0,1,1,1,1,0
7F-E9,0,1,0,1,0,0,1,1,1,0
7F-E10,0,1,0,1,0,1,1,1,1,0
7F-F3,0,0,1,0,0,0,1,1,1,0
7F-F4,0,0,1,0,0,1,1,1,1,0
7F-F5,0,0,1,1,0,0,1,1,1,0
7F-F6,0,0,1,1,0,1,1,1,1,0
7F-F7,0,1,1,0,0,0,1,1,1,0
7F-F8,0,1,1,0,0,1,1,1,1,0
7F-F9,0,1,1,1,0,0,1,1,1,0
7F-F10,0,1,1,1,0,1,1,1,1,0
7F-G3,1,0,0,0,0,0,1,1,1,0
7F-G4,1,0,0,0,0,1,1,1,1,0
7F-G5,1,0,0,1,0,0,1,1,1,0
7F-G6,1,0,0,1,0,1,1,1,1,0
7F-G7,1,1,0,0,0,0,1,1,1,0
7F-G8,1,1,0,0,0,1,1,1,1,0
7F-G9,1,1,0,1,0,0,1,1,1,0
7F-G10,1,1,0,1,0,1,1,1,1,0
7F-H3,1,0,1,0,0,0,1,2,1,0
7F-H4,1,0,1,0,0,1,1,1,1,0
7F-H5,2,0,1,1,0,0,1,2,1,0
7F-H6,1,0,1,1,0,1,1,1,1,0
7F-H7,2,1,1,0,2,0,1,2,1,0
7F-H8,2,1,1,0,0,1,1,2,1,0
7F-H9,2,1,1,1,0,0,1,2,1,0
7F-H10,2,1,1,1,0,1,1,2,1,0
7G-A3,0,0,0,0,0,0,1,0,0,1
7G-A4,0,0,0,0,0,1,1,0,0,1
7G-A5,0,0,0,1,0,0,1,0,0,1
7G-A6,0,0,0,1,0,1,1,0,0,1
7G-A7,0,1,0,0,0,0,1,0,0,1
7G-A8,0,1,0,0,0,1,1,0,0,1
7G-A9,0,1,0,1,0,0,1,0,0,1
7G-A10,0,1,0,1,0,1,1,0,0,1
7G-B3,0,0,1,0,0,0,1,0,0,1
7G-B4,0,0,1,0,0,1,1,0,0,1
7G-B5,0,0,1,1,0,0,1,0,0,1
7G-B6,0,0,1,1,0,1,1,0,0,1
7G-B7,0,1,1,0,0,0,1,0,0,1
7G-B8,0,1,1,0,0,1,1,0,0,1
7G-B9,0,1,1,1,0,0,1,0,0,1
7G-B10,0,1,1,1,0,1,1,0,0,1
7G-C3,1,0,0,0,0,0,1,0,0,1
7G-C4,1,0,0,0,0,1,1,0,0,1
7G-C5,1,0,0,1,0,0,1,0,0,1
7G-C6,1,0,0,1,0,1,1,0,0,1
7G-C7,1,1,0,0,0,0,1,0,0,1
7G-C8,1,1,0,0,0,1,1,0,0,1
7G-C9,1,1,0,1,0,0,1,0,0,1
7G-C10,1,1,0,1,0,1,1,0,0,1
7G-D3,1,0,1,0,0,0,1,0,0,1
7G-D4,1,0,1,0,0,1,1,0,0,1
7G-D5,1,0,1,1,0,0,1,0,0,1
7G-D6,1,0,1,1,0,1,1,0,0,1
7G-D7,1,1,1,0,0,0,1,0,0,1
7G-D8,1,1,1,0,0,1,1,0,0,1
7G-D9,1,1,1,1,0,0,1,0,0,1
7G-D10,1,1,1,1,0,1,1,0,0,1
7G-E3,0,0,0,0,0,0,1,1,0,1
7G-E4,0,0,0,0,0,1,1,1,0,1
7G-E5,0,0,0,1,0,0,1,1,0,1
7G-E6,0,0,0,1,0,1,1,1,0,1
7G-E7,0,1,0,0,0,0,1,1,0,1
7G-E8,0,1,0,0,0,1,1,1,0,1
7G-E9,0,1,0,1,0,0,1,1,0,1
7G-E10,0,1,0,1,0,1,1,1,0,1
7G-F3,0,0,1,0,0,0,1,1,0,1
7G-F4,0,0,1,0,0,1,1,1,0,1
7G-F5,0,0,1,1,0,0,1,1,0,1
7G-F6,0,0,1,1,0,1,1,1,0,1
7G-F7,0,1,1,0,0,0,1,1,0,1
7G-F8,0,1,1,0,0,1,1,1,0,1
7G-F9,0,1,1,1,0,0,1,1,0,1
7G-F10,0,1,1,1,0,1,1,1,0,1
7G-G3,1,0,0,0,0,0,1,1,0,1
7G-G4,1,0,0,0,0,1,1,1,0,1
7G-G5,1,0,0,1,0,0,1,1,0,1
7G-G6,1,0,0,1,0,1,1,1,0,1
7G-G7,1,1,0,0,0,0,1,1,0,1
7G-G8,1,1,0,0,0,1,1,1,0,1
7G-G9,1,1,0,1,0,0,1,1,0,1
7G-G10,1,1,0,1,0,1,1,1,0,1
7G-H3,1,0,1,0,0,0,1,2,0,1
7G-H4,1,0,1,0,0,1,1,1,0,1
7G-H5,2,0,1,1,0,0,1,2,0,1
7G-H6,1,0,1,1,0,1,1,1,0,1
7G-H7,2,1,1,0,2,0,1,2,0,1
7G-H8,2,1,1,0,0,1,1,2,0,1
7G-H9,2,1,1,1,0,0,1,2,0,1
7G-H10,2,1,1,1,0,1,1,2,0,1
7H-A3,0,0,0,0,0,0,1,0,1,1
7H-A4,0,0,0,0,0,1,1,0,1,1
7H-A5,0,0,0,1,0,0,1,0,1,1
7H-A6,0,0,0,1,0,1,1,0,1,1
7H-A7,0,1,0,0,0,0,1,0,1,1
7H-A8,0,1,0,0,0,1,1,0,1,1
7H-A9,0,1,0,1,0,0,1,0,1,1
7H-A10,0,1,0,1,0,1,1,0,1,1
7H-B3,0,0,1,0,0,0,1,0,1,1
7H-B4,0,0,1,0,0,1,1,0,1,1
7H-B5,0,0,1,1,0,0,1,0,1,1
7H-B6,0,0,1,1,0,1,1,0,1,1
7H-B7,0,1,1,0,0,0,1,0,1,1
7H-B8,0,1,1,0,0,1,1,0,1,1
7H-B9,0,1,1,1,0,0,1,0,1,1
7H-B10,0,1,1,1,0,1,1,0,1,1
7H-C3,1,0,0,0,0,0,1,0,1,1
7H-C4,1,0,0,0,0,1,1,0,1,1
7H-C5,1,0,0,1,0,0,1,0,1,1
7H-C6,1,0,0,1,0,1,1,0,1,1
7H-C7,1,1,0,0,0,0,1,0,1,1
7H-C8,1,1,0,0,0,1,1,0,1,1
7H-C9,1,1,0,1,0,0,1,0,1,1
7H-C10,1,1,0,1,0,1,1,0,1,1
7H-D3,1,0,1,0,0,0,1,0,1,1
7H-D4,1,0,1,0,0,1,1,0,1,1
7H-D5,1,0,1,1,0,0,1,0,1,1
7H-D6,1,0,1,1,0,1,1,0,1,1
7H-D7,1,1,1,0,0,0,1,0,1,1
7H-D8,1,1,1,0,0,1,1,0,1,1
7H-D9,1,1,1,1,0,0,1,0,1,1
7H-D10,1,1,1,1,0,1,1,0,1,1
7H-E3,0,0,0,0,0,0,1,1,1,1
7H-E4,0,0,0,0,0,1,1,1,1,1
7H-E5,0,0,0,1,0,0,1,1,1,1
7H-E6,0,0,0,1,0,1,1,1,1,1
7H-E7,0,1,0,0,0,0,1,1,1,1
7H-E8,0,1,0,0,0,1,1,1,1,1
7H-E9,0,1,0,1,0,0,1,1,1,1
7H-E10,0,1,0,1,0,1,1,1,1,1
7H-F3,0,0,1,0,0,0,1,1,1,1
7H-F4,0,0,1,0,0,1,1,1,1,1
7H-F5,0,0,1,1,0,0,1,1,1,1
7H-F6,0,0,1,1,0,1,1,1,1,1
7H-F7,0,1,1,0,0,0,1,1,1,1
7H-F8,0,1,1,0,0,1,1,1,1,1
7H-F9,0,1,1,1,0,0,1,1,1,1
7H-F10,0,1,1,1,0,1,1,1,1,1
7H-G3,1,0,0,0,0,0,1,1,1,1
7H-G4,1,0,0,0,0,1,1,1,1,1
7H-G5,1,0,0,1,0,0,1,1,1,1
7H-G6,1,0,0,1,0,1,1,1,1,1
7H-G7,1,1,0,0,0,0,1,1,1,1
7H-G8,1,1,0,0,0,1,1,1,1,1
7H-G9,1,1,0,1,0,0,1,1,1,1
7H-G10,1,1,0,1,0,1,1,1,1,1
7H-H3,1,0,1,0,0,0,1,2,1,1
7H-H4,1,0,1,0,0,1,1,1,1,1
7H-H5,2,0,1,1,0,0,1,2,1,1
7H-H6,1,0,1,1,0,1,1,1,1,1
7H-H7,2,1,1,0,2,0,1,2,1,1
7H-H8,2,1,1,0,0,1,1,2,1,1
7H-H9,2,1,1,1,0,0,1,2,1,1
7H-H10,2,1,1,1,0,1,1,2,1,1
8E-A3,0,0,0,0,1,0,1,0,0,0
8E-A4,0,0,0,0,2,1,1,0,0,0
8E-A5,0,0,0,1,2,0,1,0,0,0
8E-A6,0,0,0,1,1,1,1,0,0,0
8E-A7,0,1,0,0,1,0,1,0,0,0
8E-A8,0,1,0,0,1,1,1,0,0,0
8E-A9,0,1,0,1,1,0,1,0,0,0
8E-A10,0,1,0,1,1,1,1,0,0,0
8E-B3,0,0,1,0,1,0,1,0,0,0
8E-B4,0,0,1,0,1,1,1,0,0,0
8E-B5,0,0,1,1,1,0,1,0,0,0
8E-B6,0,0,1,1,1,1,1,0,0,0
8E-B7,0,1,1,0,1,0,1,0,0,0
8E-B8,0,1,1,0,1,1,1,0,0,0
8E-B9,0,1,1,1,1,0,1,0,0,0
8E-B10,0,1,1,1,2,1,1,0,0,0
8E-C3,1,0,0,0,1,0,1,0,0,0
8E-C4,1,0,0,0,1,1,1,0,0,0
8E-C5,1,0,0,1,1,0,1,0,0,0
8E-C6,1,0,0,1,1,1,1,0,0,0
8E-C7,1,1,0,0,1,0,1,0,0,0
8E-C8,1,1,0,0,1,1,1,0,0,0
8E-C9,1,1,0,1,0,0,1,0,0,0
8E-C10,1,1,0,1,1,1,1,0,0,0
8E-D3,1,0,1,0,1,0,1,0,0,0
8E-D4,1,0,1,0,1,1,1,0,0,0
8E-D5,1,0,1,1,2,0,1,2,0,0
8E-D6,1,0,1,1,1,1,1,0,0,0
8E-D7,1,1,1,0,1,0,1,0,0,0
8E-D8,1,1,1,0,1,1,1,0,0,0
8E-D9,1,1,1,1,1,0,1,0,0,0
8E-D10,1,1,1,1,2,1,1,0,0,0
8E-E3,0,0,0,0,1,0,1,1,0,0
8E-E4,0,0,0,0,1,1,1,1,0,0
8E-E5,0,0,0,1,1,0,1,1,0,0
8E-E6,0,0,0,1,1,1,1,1,0,0
8E-E7,0,1,0,0,1,0,1,1,0,0
8E-E8,0,1,0,0,1,1,1,1,0,0
8E-E9,0,1,0,1,1,0,1,1,0,0
8E-E10,0,1,0,1,1,1,1,2,0,0
8E-F3,0,0,1,0,1,0,1,1,0,0
8E-F4,0,0,1,0,1,1,1,1,0,0
8E-F5,0,0,1,1,1,0,1,1,0,0
8E-F6,0,0,1,1,1,1,1,1,0,0
8E-F7,0,1,1,0,1,0,1,1,0,0
8E-F8,0,1,1,0,1,1,1,1,0,0
8E-F9,0,1,1,1,1,0,1,1,0,0
8E-F10,0,1,1,1,1,1,1,1,0,0
8E-G3,1,0,0,0,1,0,1,1,0,0
8E-G4,1,0,0,0,1,1,1,1,0,0
8E-G5,1,0,0,1,1,0,1,1,0,0
8E-G6,1,0,2,1,1,1,1,2,0,0
8E-G7,1,1,0,0,1,0,1,1,0,0
8E-G8,1,1,0,0,1,1,1,1,0,0
8E-G9,1,1,0,1,1,0,1,1,0,0
8E-G10,1,1,0,1,1,1,1,1,0,0
8E-H3,1,0,1,0,1,0,1,1,0,0
8E-H4,2,0,1,0,1,1,1,2,0,0
8E-H5,1,0,1,1,1,0,1,2,0,0
8E-H6,2,0,2,1,1,1,1,1,0,0
8E-H7,1,1,1,0,1,0,1,1,0,0
8E-H8,1,1,1,0,1,1,1,1,0,0
8E-H9,1,1,1,1,1,0,1,1,0,0
8E-H10,2,1,1,1,1,1,1,2,0,0
8F-A3,0,0,0,0,1,0,1,0,1,0
8F-A4,0,0,0,0,2,1,1,0,1,0
8F-A5,0,0,0,1,2,0,1,0,1,0
8F-A6,0,0,0,1,1,1,1,0,1,0
8F-A7,0,1,0,0,1,0,1,0,1,0
8F-A8,0,1,0,0,1,1,1,0,1,0
8F-A9,0,1,0,1,1,0,1,0,1,0
8F-A10,0,1,0,1,1,1,1,0,1,0
8F-B3,0,0,1,0,1,0,1,0,1,0
8F-B4,0,0,1,0,1,1,1,0,1,0
8F-B5,0,0,1,1,1,0,1,0,1,0
8F-B6,0,0,1,1,1,1,1,0,1,0
8F-B7,0,1,1,0,1,0,1,0,1,0
8F-B8,0,1,1,0,1,1,1,0,1,0
8F-B9,0,1,1,1,1,0,1,0,1,0
8F-B10,0,1,1,1,2,1,1,0,1,0
8F-C3,1,0,0,0,1,0,1,0,1,0
8F-C4,1,0,0,0,1,1,1,0,1,0
8F-C5,1,0,0,1,1,0,1,0,1,0
8F-C6,1,0,0,1,1,1,1,0,1,0
8F-C7,1,1,0,0,1,0,1,0,1,0
8F-C8,1,1,0,0,1,1,1,0,1,0
8F-C9,1,1,0,1,0,0,1,0,1,0
8F-C10,1,1,0,1,1,1,1,0,1,0
8F-D3,1,0,1,0,1,0,1,0,1,0
8F-D4,1,0,1,0,1,1,1,0,1,0
8F-D5,1,0,1,1,2,0,1,2,1,0
8F-D6,1,0,1,1,1,1,1,0,1,0
8F-D7,1,1,1,0,1,0,1,0,1,0
8F-D8,1,1,1,0,1,1,1,0,1,0
8F-D9,1,1,1,1,1,0,1,0,1,0
8F-D10,1,1,1,1,2,1,1,0,1,0
8F-E3,0,0,0,0,1,0,1,1,1,0
8F-E4,0,0,0,0,1,1,1,1,1,0
8F-E5,0,0,0,1,1,0,1,1,1,0
8F-E6,0,0,0,1,1,1,1,1,1,0
8F-E7,0,1,0,0,1,0,1,1,1,0
8F-E8,0,1,0,0,1,1,1,1,1,0
8F-E9,0,1,0,1,1,0,1,1,1,0
8F-E10,0,1,0,1,1,1,1,2,1,0
8F-F3,0,0,1,0,1,0,1,1,1,0
8F-F4,0,0,1,0,1,1,1,1,1,0
8F-F5,0,0,1,1,1,0,1,1,1,0
8F-F6,0,0,1,1,1,1,1,1,1,0
8F-F7,0,1,1,0,1,0,1,1,1,0
8F-F8,0,1,1,0,1,1,1,1,1,0
8F-F9,0,1,1,1,1,0,1,1,1,0
8F-F10,0,1,1,1,1,1,1,1,1,0
8F-G3,1,0,0,0,1,0,1,1,1,0
8F-G4,1,0,0,0,1,1,1,1,1,0
8F-G5,1,0,0,1,1,0,1,1,1,0
8F-G6,1,0,2,1,1,1,1,2,1,0
8F-G7,1,1,0,0,1,0,1,1,1,0
8F-G8,1,1,0,0,1,1,1,1,1,0
8F-G9,1,1,0,1,1,0,1,1,1,0
8F-G10,1,1,0,1,1,1,1,1,1,0
8F-H3,1,0,1,0,1,0,1,1,1,0
8F-H4,2,0,1,0,1,1,1,2,1,0
8F-H5,1,0,1,1,1,0,1,2,1,0
8F-H6,2,0,2,1,1,1,1,1,1,0
8F-H7,1,1,1,0,1,0,1,1,1,0
8F-H8,1,1,1,0,1,1,1,1,1,0
8F-H9,1,1,1,1,1,0,1,1,1,0
8F-H10,2,1,1,1,1,1,1,2,1,0
8G-A3,0,0,0,0,1,0,1,0,0,1
8G-A4,0,0,0,0,2,1,1,0,0,1
8G-A5,0,0,0,1,2,0,1,0,0,1
8G-A6,0,0,0,1,1,1,1,0,0,1
8G-A7,0,1,0,0,1,0,1,0,0,1
8G-A8,0,1,0,0,1,1,1,0,0,1
8G-A9,0,1,0,1,1,0,1,0,0,1
8G-A10,0,1,0,1,1,1,1,0,0,1
8G-B3,0,0,1,0,1,0,1,0,0,1
8G-B4,0,0,1,0,1,1,1,0,0,1
8G-B5,0,0,1,1,1,0,1,0,0,1
8G-B6,0,0,1,1,1,1,1,0,0,1
8G-B7,0,1,1,0,1,0,1,0,0,1
8G-B8,0,1,1,0,1,1,1,0,0,1
8G-B9,0,1,1,1,1,0,1,0,0,1
8G-B10,0,1,1,1,2,1,1,0,0,1
8G-C3,1,0,0,0,1,0,1,0,0,1
8G-C4,1,0,0,0,1,1,1,0,0,1
8G-C5,1,0,0,1,1,0,1,0,0,1
8G-C6,1,0,0,1,1,1,1,0,0,1
8G-C7,1,1,0,0,1,0,1,0,0,1
8G-C8,1,1,0,0,1,1,1,0,0,1
8G-C9,1,1,0,1,0,0,1,0,0,1
8G-C10,1,1,0,1,1,1,1,0,0,1
8G-D3,1,0,1,0,1,0,1,0,0,1
8G-D4,1,0,1,0,1,1,1,0,0,1
8G-D5,1,0,1,1,2,0,1,2,0,1
8G-D6,1,0,1,1,1,1,1,0,0,1
8G-D7,1,1,1,0,1,0,1,0,0,1
8G-D8,1,1,1,0,1,1,1,0,0,1
8G-D9,1,1,1,1,1,0,1,0,0,1
8G-D10,1,1,1,1,2,1,1,0,0,1
8G-E3,0,0,0,0,1,0,1,1,0,1
8G-E4,0,0,0,0,1,1,1,1,0,1
8G-E5,0,0,0,1,1,0,1,1,0,1
8G-E6,0,0,0,1,1,1,1,1,0,1
8G-E7,0,1,0,0,1,0,1,1,0,1
8G-E8,0,1,0,0,1,1,1,1,0,1
8G-E9,0,1,0,1,1,0,1,1,0,1
8G-E10,0,1,0,1,1,1,1,2,0,1
8G-F3,0,0,1,0,1,0,1,1,0,1
8G-F4,0,0,1,0,1,1,1,1,0,1
8G-F5,0,0,1,1,1,0,1,1,0,1
8G-F6,0,0,1,1,1,1,1,1,0,1
8G-F7,0,1,1,0,1,0,1,1,0,1
8G-F8,0,1,1,0,1,1,1,1,0,1
8G-F9,0,1,1,1,1,0,1,1,0,1
8G-F10,0,1,1,1,1,1,1,1,0,1
8G-G3,1,0,0,0,1,0,1,1,0,1
8G-G4,1,0,0,0,1,1,1,1,0,1
8G-G5,1,0,0,1,1,0,1,1,0,1
8G-G6,1,0,2,1,1,1,1,2,0,1
8G-G7,1,1,0,0,1,0,1,1,0,1
8G-G8,1,1,0,0,1,1,1,1,0,1
8G-G9,1,1,0,1,1,0,1,1,0,1
8G-G10,1,1,0,1,1,1,1,1,0,1
8G-H3,1,0,1,0,1,0,1,1,0,1
8G-H4,2,0,1,0,1,1,1,2,0,1
8G-H5,1,0,1,1,1,0,1,2,0,1
8G-H6,2,0,2,1,1,1,1,1,0,1
8G-H7,1,1,1,0,1,0,1,1,0,1
8G-H8,1,1,1,0,1,1,1,1,0,1
8G-H9,1,1,1,1,1,0,1,1,0,1
8G-H10,2,1,1,1,1,1,1,2,0,1
8H-A3,0,0,0,0,1,0,1,0,1,1
8H-A4,0,0,0,0,2,1,1,0,1,1
8H-A5,0,0,0,1,2,0,1,0,1,1
8H-A6,0,0,0,1,1,1,1,0,1,1
8H-A7,0,1,0,0,1,0,1,0,1,1
8H-A8,0,1,0,0,1,1,1,0,1,1
8H-A9,0,1,0,1,1,0,1,0,1,1
8H-A10,0,1,0,1,1,1,1,0,1,1
8H-B3,0,0,1,0,1,0,1,0,1,1
8H-B4,0,0,1,0,1,1,1,0,1,1
8H-B5,0,0,1,1,1,0,1,0,1,1
8H-B6,0,0,1,1,1,1,1,0,1,1
8H-B7,0,1,1,0,1,0,1,0,1,1
8H-B8,0,1,1,0,1,1,1,0,1,1
8H-B9,0,1,1,1,1,0,1,0,1,1
8H-B10,0,1,1,1,2,1,1,0,1,1
8H-C3,1,0,0,0,1,0,1,0,1,1
8H-C4,1,0,0,0,1,1,1,0,1,1
8H-C5,1,0,0,1,1,0,1,0,1,1
8H-C6,1,0,0,1,1,1,1,0,1,1
8H-C7,1,1,0,0,1,0,1,0,1,1
8H-C8,1,1,0,0,1,1,1,0,1,1
8H-C9,1,1,0,1,0,0,1,0,1,1
8H-C10,1,1,0,1,1,1,1,0,1,1
8H-D3,1,0,1,0,1,0,1,0,1,1
8H-D4,1,0,1,0,1,1,1,0,1,1
8H-D5,1,0,1,1,2,0,1,2,1,1
8H-D6,1,0,1,1,1,1,1,0,1,1
8H-D7,1,1,1,0,1,0,1,0,1,1
8H-D8,1,1,1,0,1,1,1,0,1,1
8H-D9,1,1,1,1,1,0,1,0,1,1
8H-D10,1,1,1,1,2,1,1,0,1,1
8H-E3,0,0,0,0,1,0,1,1,1,1
8H-E4,0,0,0,0,1,1,1,1,1,1
8H-E5,0,0,0,1,1,0,1,1,1,1
8H-E6,0,0,0,1,1,1,1,1,1,1
8H-E7,0,1,0,0,1,0,1,1,1,1
8H-E8,0,1,0,0,1,1,1,1,1,1
8H-E9,0,1,0,1,1,0,1,1,1,1
8H-E10,0,1,0,1,1,1,1,2,1,1
8H-F3,0,0,1,0,1,0,1,1,1,1
8H-F4,0,0,1,0,1,1,1,1,1,1
8H-F5,0,0,1,1,1,0,1,1,1,1
8H-F6,0,0,1,1,1,1,1,1,1,1
8H-F7,0,1,1,0,1,0,1,1,1,1
8H-F8,0,1,1,0,1,1,1,1,1,1
8H-F9,0,1,1,1,1,0,1,1,1,1
8H-F10,0,1,1,1,1,1,1,1,1,1
8H-G3,1,0,0,0,1,0,1,1,1,1
8H-G4,1,0,0,0,1,1,1,1,1,1
8H-G5,1,0,0,1,1,0,1,1,1,1
8H-G6,1,0,2,1,1,1,1,2,1,1
8H-G7,1,1,0,0,1,0,1,1,1,1
8H-G8,1,1,0,0,1,1,1,1,1,1
8H-G9,1,1,0,1,1,0,1,1,1,1
8H-G10,1,1,0,1,1,1,1,1,1,1
8H-H3,1,0,1,0,1,0,1,1,1,1
8H-H4,2,0,1,0,1,1,1,2,1,1
8H-H5,1,0,1,1,1,0,1,2,1,1
8H-H6,2,0,2,1,1,1,1,1,1,1
8H-H7,1,1,1,0,1,0,1,1,1,1
8H-H8,1,1,1,0,1,1,1,1,1,1
8H-H9,1,1,1,1,1,0,1,1,1,1
8H-H10,2,1,1,1,1,1,1,2,1,1
